gender,degs_code,degc_code,levl_code,college,code,conc_code_1,grad_date,term_code_grad,major,intern_this,job01,job_ft_pt,job_hired,job_interest,job_relatemajor,plan_service,plan_same,plan_military,cc_use,cc_first,cc_use_service,cc_intern,cc_many,find,GradDate,job,job_company,job_title,job_industry,job_salary,grad,grad_degree,degree_other,study_field,schoolname,group,noschool,nojob,group01,group02,group10,noplangrad,gpa,hs_gpa,state,natn,new_total,new_math,new_verbal
M,UA,BA,UM,YC,BIO, ,9/28/18,201806,Biology, , , , , , , , , , , , , , , ,Sep-18,Yes,Yeshiva University High School for Boys,High School Biology Teacher,Accounting,"Under $20,000",No,-, , , ,2,1, , , , ,1,3.992831469,93.85, , ,1510,780,730
M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,No, ,-,-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,3,Other,Jan-19,Yes,EY,Audit staff,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.102310181,89.78,NY, ,1240,620,620
F,UA,BS,UW,SY,BUS,BMAN,1/31/19,201809,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Strongly related,No,-,-,No,-, ,Yes,1,Other,Jan-19,Yes,Start-up  (zephie LLC),Creative Head,Marketing,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,2.223097086,82.14,NJ, ,1040,540,500
M,UA,BA,UM,YC,BIO, ,1/31/19,201809,Biology,-,No,-,-,-,-,No,Yes,No,Yes,My third year on campus,"Individual Appointment,YU CareerLink",Yes,10-May,-,Jan-19,No, , , , ,Yes,MD, ,Medical School,Rutgers School of Medicine at Hofstra Northwell,3, ,1, , , , ,3.715942144,90,FL, ,1270,580,690
M,UA,BA,UM,YC,BIO, ,1/31/19,201809,Biology,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Not sure / Don't remember,-, ,Yes,5,Other,May-19,Yes,Ohel Bais Ezra,Direct Support Professional,Non-profit,"$30,000 - $39,999",No, , , , ,2,1, , , , ,1,3.108187199,87,MD, ,1170,610,560
M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,Yes,Mazars,Tax Professional Staff,Tax,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.490740776,87,CA, ,1250,690,560
M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Slightly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair,Other",Yes,2,Alumni Contact (referred by family or community member),May-19,Yes,Premium Merchant Funding,Sales Rep,Sales,"$50,000 - $59,999",No, , , , ,2,1, , , , ,1,2.724867821, , ,VENEZUELA, , , 
M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Mediacom,Data Analyst,Data Analytics,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.384057999,86, , ,1370,670,700
F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My fourth year on campus,"YU CareerLink,Weekly Email,Career Center Website,Other",Yes,2,Other,May-19,Yes,Yeshiva Har Torah,Madricha,Jewish Education,"$20,000 - $29,999",Yes,Master's, ,Jewish Education,Azrieli,1, , , , , , ,3.933962345,94.89,NY, ,1380,640,740
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,Yes,No,No,Yes,My first year on campus,Walk-in Hours,Yes,2,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1,1, ,1,3.631067991,92.72,NY, ,1270,620,650
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Physical therapy,Hunter,3, ,1, , , , ,3.902587414,97.96,NJ, ,1440,700,740
F,UA,BA,UW,ST,EDU,EDUB,5/31/19,201901,Education,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,2,Other,May-19,Yes,The Heschel School,Assistant Teacher,Education,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.67295599,90,OH, ,1180,560,620
F,UA,BA,UW,ST,ENG,ENGJ,5/31/19,201901,English,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,On-Campus Recruiting,WIBI",Yes,5,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.973684311,89.03,NY, ,1240,560,680
F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Jewish Education,GPATS and Azrieli,3, ,1, , , , ,3.717717648,95,OH, ,1180,580,600
F,UA,BA,UW,ST,SHA,SHES,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,Cosmetology school,Beauty,Arrojo Cosmetology School,3, ,1, , , , ,3.06529212,85,NY, ,1060,500,560
F,UA,BA,UW,ST,ECO,ECOM,5/31/19,201901,Economics,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Weekly Email,On-Campus Recruiting,Career Fair,WIBI",Yes,3,-,May-19,No, , , , ,Yes,Master's, ,Accounting,Yeshiva University,3, ,1, , , , ,3.075862169,86, , ,1310,670,640
M,UA,BS,UM,SY,BUS,BFIN,1/31/19,201809,Business & Management,No,Yes,Full-time (30+ hours/week),-,Slightly related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Career Fair,Employer Site Visits",Yes,2,"Alumni Contact (made through Career Center event, program, or referral)",Jan-19,Yes,Bruma Realty,Real Estate salesperson,Real Estate,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.271386385,87,CA, ,1090,540,550
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Education,Hunter,3, ,1, , , , ,3.674931049,88.13,NJ, ,1310,650,660
M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Slightly related,No,-,No,Not sure / Don't remember,-, ,No, ,Networking: YU Staff/Faculty,May-19,Yes,Yallah,Kitchen Manager,Food Services,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.829999924,87,NJ, ,1280,640,640
F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Digital Media and Marketing,Katz,3, ,1, , , , ,3.028571367,82,IL, ,1175,540,635
F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,-,-, ,-, , , , ,Other,May-19,Yes,Orthodox Union nj yachad,Program Director,Non-Profit,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.695238113,95.05, , ,1180,560,620
F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,Career Fair",No, ,-,May-19,No, , , , ,Yes,Master's, ,Speech-Language Pathology,Touro,3, ,1, , , , ,3.907562971,93.5,NJ, ,1120,560,560
F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink",Yes,2,Internship or P/T job turned into F/T,May-19,Yes,Palentir Technologies,Forward deployed software engineer,Computer science,"$80,000 and over",No,-, , , ,2,1, , , , ,1,4,96.72,NY, ,1590,790,800
F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,-,No,-,-,-,-,Yes,No,No,Yes,My second year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,JD, ,Law,unknown,3, ,1, , , , ,3.419642925,88.65,NY, ,1120,560,560
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,No,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Occupational Therapy,Columbia University,3, ,1, , , , ,3.765306234,90.83,NJ, ,1150,500,650
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,Yes,No,No,No,-, ,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Social Work,Possibly Wurzweiler,3, ,1, , , , ,3.307692289,93,TN, ,1105,500,605
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,Yes,5,-,May-19,No, , , , ,Yes,Master's, ,Occupational Therapy,Seton Hall,3, ,1, , , , ,3.944983721,92.63,NJ, ,1375,620,755
F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,Master's, ,Speech Pathology,Lehman,3, ,1, , , , ,3.825688124,92.51,NJ, ,1170,560,610
F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),-,Moderately related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,4,Internship or P/T job turned into F/T,May-19,Yes,Mindshare,"Analyst, Advanced Analytics",Information Systems,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.916666746,94,IL, ,1175,600,575
M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Moderately related,No,-,No,No,-, ,Yes,3,Job or Social Media website,May-19,Yes,Acres Capital,Associate,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.064572334,83,FL, ,985,440,545
F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,Career Center Website,Career Fair",Yes,1,-,May-19,Yes,YU,marketing coordinator,Marketing,Declined to Answer,No, , , , ,2,1, , , , ,1,3.752380848,95,IL, ,1230,640,590
F,UA,BA,UW,ST,ENG,ENGA,5/31/19,201901,English,-,No,-,-,-,-,No,-,No,No,-, ,Yes,3,-,May-19,Yes,Hearst Magazines,Freelance Fashion Assistant,Journalism,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.509615421,89,IL, ,1155,580,575
F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Moderately related,Not related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,Career Fair",No, ,Other,May-19,Yes,SAR High School,Beit Midrash Fellow,Education,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,4,100,OH, ,1510,740,770
F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,JD, ,Law,Cordozo,3, ,1, , , , ,3.961164951,99,OH, ,1180,560,620
M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,3,Internship or P/T job turned into F/T,May-19,Yes,PwC,Undisclosed / Did Not Want to Share,Accounting,"$50,000 - $59,999",Yes,Master's, ,Accounting,SSSB,1, , , , , , ,3.691297293,93,IL, ,1320,640,680
F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,Nursing,Nursing,NYU rory meyers,3, ,1, , , , ,3.734848499,93,IL, ,1060,500,560
F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Career Fair",Yes,1,Other,May-19,Yes,Success Academy,Associate Teacher,Education,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.895238161,94,FL, ,1395,640,755
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",No, ,-,May-19,No, , , , ,Yes,Master's, ,Physical therapy,Touro,3, ,1, , , , ,3.635468006,92,NY, ,1205,600,605
F,UA,BA,UW,ST,SHA,SHHS,5/31/19,201901,Shaped Major, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Social Work,YU Wurzweiler,3, ,1, , , , ,3.679487228,89,IL, ,1230,580,650
F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,WIBI",No, ,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.768976927,90.43,NJ, ,1315,560,755
M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,2,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.536082506,92.17,TX, ,1200,640,560
F,UA,BA,UW,ST,ENG,ENGJ,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,"4: CBS News, Playbill, Straus News, The Jewish Press",Other,May-19,Yes,Business Insider,"Visual Features Fellow, Retail",Journalism,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,3.991071463,97,FL, ,1470,710,760
F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink,Career Center Website",Yes,3,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.126843691,86,FL, ,1100,540,560
F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,-,No,-,-,-,-,Yes,No,No,Not sure / Don't remember,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Social work,NYU,3, ,1, , , , ,3.359649181,95,FL, ,1320,640,680
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,Other,PharmD,Pharmacy,Touro College of Pharmacy,3, ,1, , , , ,3.47863245,92,MD, ,1280,660,620
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Biotechnology,Katz School,3, ,1, , , , ,3.651234627,89.59,NJ, ,1185,580,605
F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Slightly related,No,-,No,Yes,My first year on campus,Other,Yes,2,Internship or P/T job turned into F/T,May-19,Yes,A&E Real Estate,Property/Asset Management,Real Estate,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.967032909,95.2,NY, ,1540,750,790
M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,6,Internship or P/T job turned into F/T,May-19,Yes,Credit Agricole Corporate and Investment Bank,Analyst,Finance,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.428571463,85,FL, ,1220,650,570
F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,1,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.617647171,92,FL, ,1130,630,500
F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,YU CareerLink,Yes,2,-, , , , , , , , , , , ,4,1,1,1, ,1,1,3.220183372,84.53,MA, ,1040,500,540
M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology,-,No,-,-,-,-,-,-,-,Yes,My fourth year on campus,Individual Appointment,Yes,5,-,May-19,No, , , , ,Yes,MD, ,Medicne,NYU,3, ,1, , , , ,3.931034565,94.25,NJ, ,1475,720,755
M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,2,Career Center On-Campus Recruiting (non-alumni),Jan-19,Yes,Deloitte,Tax Consultant,Accounting,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.895652294,91,OH, ,1135,560,575
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology, , , , , , , , , , , , , , , ,May-19,Yes,SAR High School,Beit Midrash Fellow,Education,"$20,000 - $29,999",Yes,Master's, ,Psychology,Unknown,1, , , , , , ,3.6728971,89.46,NJ, ,1075,500,575
M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,Career Fair",Yes,3,Alumni Contact (referred by family or community member),May-19,Yes,Fortis Property Group,Asset Management Analyst,Real Estate,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.595959663,89,TX, ,1100,560,540
F,UA,BA,UW,ST,JST,JSTG,5/31/19,201901,Jewish Studies,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Other,Doctor of Optometry,Optometry,SUNY College of Optometry,3, ,1, , , , ,3.990825653,98.6,NY, ,1360,680,680
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,-, ,Law,Cardozo,3, ,1, , , , ,3.72297287,91.43,NJ, ,1050,570,480
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Science,TBD,3, ,1, , , , ,3.857142925,96,CA, ,1180,610,570
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,DDS, ,Dentistry,Rutgers,3, ,1, , , , ,3.948979616,95.6,NJ, ,1500,730,770
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,Career Center Website,Career Fair",Yes,3,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.922885656,93,OH, ,1370,660,710
F,UA,BA,UW,ST,ENG,ENGA,1/31/19,201809,English,No,Yes,Full-time (30+ hours/week),-,Moderately related,Slightly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,1,Job or Social Media website,Jan-19,Yes,Christian Dior Couture,Logistics & Trade Compliance Officer,Operations,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.791348696,83.5,NY, ,1030,500,530
F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,WIBI",Yes,4,Job or Social Media website,May-19,Yes,American Express,Data science analyst,Data services/finance,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.861224413,90,MD, ,1400,760,640
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,PA,York,3, ,1, , , , ,3.911564589,94.17,NJ, ,1420,710,710
M,UA,BA,UM,YC,PHI, ,5/31/19,201901,Philosophy,-,No,-,-,-,-,No,-,No,No,-, ,Yes,enough,-,May-19,No, , , , ,Yes,JD, ,Law,NYU,3, ,1, , , , ,3.900000095,91,CA, ,1380,660,720
M,UA,BA,UM,YC,BC, ,5/31/19,201901,Biochemistry,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,MD, ,Medicine,NYU,3, ,1, , , , ,3.974789858,97.26,NY, ,1560,790,770
M,UA,BA,UM,YC,MAT,MATC,5/31/19,201901,Mathematics,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,On-Campus Recruiting,Career Fair",Yes,3,Networking: YU Staff/Faculty,May-19,Yes,Goldman Sachs,Software Engineer,Information Systems,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.904761791,96.19,NJ, ,1540,790,750
M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , , , , , , , ,Yes,JD, , ,Fordham University School of Law,3, ,1, , , , ,3.714795113,92,MI, ,1340,600,740
F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,No,Yes,Part-time (<30 hours/week),Employed in post-grad internship/fellowship,Moderately related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink,On-Campus Recruiting",Yes,2,Networking: YU Staff/Faculty,May-19,Yes,MDS,Assistant teacher,Education,"$30,000 - $39,999",Yes,Master's, ,Education,Azrieli,1, , , , , , ,3.769230843,94.55,NJ, ,1460,700,760
F,UA,BA,UW,ST,HIS, ,5/31/19,201901,History,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,Career Fair",Yes,One,Career Fair,May-19,Yes,Naaleh High School for Girls,Teacher,Education,"Under $20,000",Yes,Master's, ,Bible,Bernard Revel Graduate School of Jewish Studies,1, , , , , , ,4,98.04,NJ, ,1510,710,800
F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19, , , , , ,Yes,MA, ,SLP,Touro,3, ,1, , , , ,3.973063946,94.08,NJ, ,1460,700,760
F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,2,-,May-19,No, , , , ,Yes,Other,RN,Nursing,NYU Rory Meyers School of Nursing,3, ,1, , , , ,3.356209278,92,OH, ,1175,600,575
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair,WIBI",Yes,unknown,-,May-19,No, , , , ,Yes,PhD, ,Psychology,St. John's,3, ,1, , , , ,3.879432678,97.23,NJ, ,1490,720,770
F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,Yes,Bank (Did not disclose which one specifically),Marketing,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,2.982188225,FOREIGN, , , , , 
F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Other,Second Bachelors,Nursing,NYU,3, ,1, , , , ,3.856589079,96.93,NY, ,1405,650,755
M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Gallagher,Trade Credit and Political Risk Analyst,Finance,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.514834166,78.15, , ,1070,570,500
F,UA,BA,UW,ST,BC, ,1/31/19,201809,Biochemistry, , , , , , , , , , , , , , , , , , , , , ,Yes,PhD, ,Biomedical Sciences,Einstein,3, ,1, , , , ,3.975124359,97.55,NJ, ,1460,730,730
F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology, , , , , , , , , , , , , , , ,May-19,Yes,Yeshivat Noam,Teacher,Education,Declined to Answer,No, , , , ,2,1, , , , ,1,3.945454597,93.96,NJ, ,1460,700,760
F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,4,-,May-19,No, , , , ,Yes,Other,Psy.D.,Clinical Psychology,LIU,3, ,1, , , , ,3.87581706,95.11,NY, ,1480,720,760
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,DDS, ,Dentistry,Columbia,3, ,1, , , , ,3.927536249,95.16,NY, ,1420,680,740
F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,3,Career Fair,May-19,Yes,Broadridge Financial,IT Trainee,Information Systems,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.797814131,92.52,NY, ,1410,640,770
F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,Yes,No,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,3,Internship or P/T job turned into F/T,May-19,Yes,Facebook Inc.,Software Engineer,Software Engineering,"$80,000 and over",No,-, , , ,2,1, , , , ,1,4,97.11,NY, ,1480,740,740
F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My fourth year on campus,Weekly Email,No, ,-,May-19,No, , , , ,Yes,Other,RN,Nursing,Aliza Shira Hersch,3, ,1, , , , ,3.909090996,96.35,NY, ,1475,720,755
F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,5,Alumni Contact (referred by family or community member),May-19,Yes,Einstein Medical Center,Lab Coordinator,Medical Research,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.973912954,96.24,NJ, ,1495,740,755
