,gender,degs_code,degc_code,levl_code,college,code,conc_code_1,grad_date,term_code_grad,major,intern_this,job01,job_ft_pt,job_hired,job_interest,job_relatemajor,plan_service,plan_same,plan_military,cc_use,cc_first,cc_use_service,cc_intern,cc_many,find,GradDate,job,job_company,job_title,job_industry,job_salary,grad,grad_degree,degree_other,study_field,schoolname,group,noschool,nojob,group01,group02,group10,noplangrad,gpa,hs_gpa,state,natn,new_total,new_math,new_verbal
246,M,UA,BS,UM,SY,BUS,BMKT,5/31/19,201901,Business & Management,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Not related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,2,Career Fair,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.070336342,82,TX, ,890,420,470
247,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , , ,Yes,Vasco Ventures,Acquisitions,Finance,Declined to Answer,No, , , , ,2,1, , , , ,1,3.1630434989999996,78.2,NY, ,1120,570,550
248,M,UA,BA,UM,YC,ENG, ,5/31/19,201901,English,No, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Slightly related,No,-,No,No,-, ,Yes,Several,Other,May-19,Yes,Spark Foundry,Digital Associate,Marketing and Advertising,"$30,000 - $39,999",No,-, , , ,2,1, , , , ,1,3.029411793,91,IL, ,1260,530,730
249,M,UA,BS,UM,SY,BUS,BIMA,1/31/19,201809,Business & Management, , , , , , , , , , , , , , , ,Jan-19,Yes,Panoramic,Senior Analytics Associate,Finance,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.611620903,93,CA, ,1290,610,680
250,M,UA,BA,UM,YC,BIO, ,9/28/18,201806,Biology, , , , , , , , , , , , , , , ,Sep-18,Yes,Yeshiva University High School for Boys,High School Biology Teacher,Accounting,"Under $20,000",No,-, , , ,2,1, , , , ,1,3.992831469,93.85, , ,1510,780,730
251,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,No, ,-,-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,3,Other,Jan-19,Yes,EY,Audit staff,Accounting,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.1023101810000004,89.78,NY, ,1240,620,620
252,F,UA,BS,UW,SY,BUS,BMAN,1/31/19,201809,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Strongly related,No,-,-,No,-, ,Yes,1,Other,Jan-19,Yes,Start-up  (zephie LLC),Creative Head,Marketing,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,2.223097086,82.14,NJ, ,1040,540,500
253,M,UA,BA,UM,YC,BIO, ,1/31/19,201809,Biology,-,No,-,-,-,-,No,Yes,No,Yes,My third year on campus,"Individual Appointment,YU CareerLink",Yes,10-May,-,Jan-19,No, , , , ,Yes,MD, ,Medical School,Rutgers School of Medicine at Hofstra Northwell,3, ,1, , , , ,3.7159421439999996,90,FL, ,1270,580,690
254,M,UA,BA,UM,YC,BIO, ,1/31/19,201809,Biology,No, ,Full-time (30+ hours/week),Employed in some other work category,Moderately related,Moderately related,No,-,No,Not sure / Don't remember,-, ,Yes,5,Other,May-19,Yes,Ohel Bais Ezra,Direct Support Professional,Non-profit,"$30,000 - $39,999",No, , , , ,2,1, , , , ,1,3.1081871989999996,87,MD, ,1170,610,560
255,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,Yes,Mazars,Tax Professional Staff,Tax,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.4907407760000004,87,CA, ,1250,690,560
256,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No, ,Full-time (30+ hours/week),Employed in some other work category,Slightly related,Slightly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair,Other",Yes,2,Alumni Contact (referred by family or community member),May-19,Yes,Premium Merchant Funding,Sales Rep,Sales,"$50,000 - $59,999",No, , , , ,2,1, , , , ,1,2.724867821, , ,VENEZUELA, , , 
257,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Mediacom,Data Analyst,Data Analytics,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.384057999,86, , ,1370,670,700
258,F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My fourth year on campus,"YU CareerLink,Weekly Email,Career Center Website,Other",Yes,2,Other,May-19,Yes,Yeshiva Har Torah,Madricha,Jewish Education,"$20,000 - $29,999",Yes,Master's, ,Jewish Education,Azrieli,1, , , , , , ,3.933962345,94.89,NY, ,1380,640,740
259,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,Yes,No,No,Yes,My first year on campus,Walk-in Hours,Yes,2,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1,1, ,1,3.631067991,92.72,NY, ,1270,620,650
260,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Physical therapy,Hunter,3, ,1, , , , ,3.9025874139999996,97.96,NJ, ,1440,700,740
261,F,UA,BA,UW,ST,EDU,EDUB,5/31/19,201901,Education,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,2,Other,May-19,Yes,The Heschel School,Assistant Teacher,Education,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.67295599,90,OH, ,1180,560,620
262,F,UA,BA,UW,ST,ENG,ENGJ,5/31/19,201901,English,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,On-Campus Recruiting,WIBI",Yes,5,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.9736843110000004,89.03,NY, ,1240,560,680
263,F,UA,BA,UW,ST,JST,JEDU,5/31/19,201901,Jewish Studies,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Jewish Education,GPATS and Azrieli,3, ,1, , , , ,3.7177176480000003,95,OH, ,1180,580,600
264,F,UA,BA,UW,ST,SHA,SHES,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,Cosmetology school,Beauty,Arrojo Cosmetology School,3, ,1, , , , ,3.06529212,85,NY, ,1060,500,560
265,F,UA,BA,UW,ST,ECO,ECOM,5/31/19,201901,Economics,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Weekly Email,On-Campus Recruiting,Career Fair,WIBI",Yes,3,-,May-19,No, , , , ,Yes,Master's, ,Accounting,Yeshiva University,3, ,1, , , , ,3.0758621689999996,86, , ,1310,670,640
266,M,UA,BS,UM,SY,BUS,BFIN,1/31/19,201809,Business & Management,No,Yes,Full-time (30+ hours/week),-,Slightly related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Career Fair,Employer Site Visits",Yes,2,"Alumni Contact (made through Career Center event, program, or referral)",Jan-19,Yes,Bruma Realty,Real Estate salesperson,Real Estate,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.271386385,87,CA, ,1090,540,550
267,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Education,Hunter,3, ,1, , , , ,3.6749310489999996,88.13,NJ, ,1310,650,660
268,M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Slightly related,No,-,No,Not sure / Don't remember,-, ,No, ,Networking: YU Staff/Faculty,May-19,Yes,Yallah,Kitchen Manager,Food Services,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.8299999239999996,87,NJ, ,1280,640,640
269,F,UA,BS,UW,SY,BUS,BMKT,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Digital Media and Marketing,Katz,3, ,1, , , , ,3.028571367,82,IL, ,1175,540,635
270,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,-,-, ,-, , , , ,Other,May-19,Yes,Orthodox Union nj yachad,Program Director,Non-Profit,"$40,000 - $49,999",No,-, , , ,2,1, , , , ,1,3.6952381130000003,95.05, , ,1180,560,620
271,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,Career Fair",No, ,-,May-19,No, , , , ,Yes,Master's, ,Speech-Language Pathology,Touro,3, ,1, , , , ,3.9075629710000004,93.5,NJ, ,1120,560,560
272,F,UA,BA,UW,ST,COM, ,5/31/19,201901,Computer Science,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink",Yes,2,Internship or P/T job turned into F/T,May-19,Yes,Palentir Technologies,Forward deployed software engineer,Computer science,"$80,000 and over",No,-, , , ,2,1, , , , ,1,4.0,96.72,NY, ,1590,790,800
273,F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,-,No,-,-,-,-,Yes,No,No,Yes,My second year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,JD, ,Law,unknown,3, ,1, , , , ,3.419642925,88.65,NY, ,1120,560,560
274,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,No,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Occupational Therapy,Columbia University,3, ,1, , , , ,3.7653062339999996,90.83,NJ, ,1150,500,650
275,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,Yes,No,No,No,-, ,Yes,1,-,May-19,No, , , , ,Yes,Master's, ,Social Work,Possibly Wurzweiler,3, ,1, , , , ,3.307692289,93,TN, ,1105,500,605
276,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Not sure / Don't remember,-, ,Yes,5,-,May-19,No, , , , ,Yes,Master's, ,Occupational Therapy,Seton Hall,3, ,1, , , , ,3.9449837210000003,92.63,NJ, ,1375,620,755
277,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,Master's, ,Speech Pathology,Lehman,3, ,1, , , , ,3.8256881239999996,92.51,NJ, ,1170,560,610
278,F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,Yes,Yes,Full-time (30+ hours/week),-,Moderately related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,4,Internship or P/T job turned into F/T,May-19,Yes,Mindshare,"Analyst, Advanced Analytics",Information Systems,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.916666746,94,IL, ,1175,600,575
279,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Moderately related,No,-,No,No,-, ,Yes,3,Job or Social Media website,May-19,Yes,Acres Capital,Associate,Finance,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.0645723339999997,83,FL, ,985,440,545
280,F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,YU CareerLink,Career Center Website,Career Fair",Yes,1,-,May-19,Yes,YU,marketing coordinator,Marketing,Declined to Answer,No, , , , ,2,1, , , , ,1,3.752380848,95,IL, ,1230,640,590
281,F,UA,BA,UW,ST,ENG,ENGA,5/31/19,201901,English,-,No,-,-,-,-,No,-,No,No,-, ,Yes,3,-,May-19,Yes,Hearst Magazines,Freelance Fashion Assistant,Journalism,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.5096154210000003,89,IL, ,1155,580,575
282,F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Moderately related,Not related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,Career Fair",No, ,Other,May-19,Yes,SAR High School,Beit Midrash Fellow,Education,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,4.0,100,OH, ,1510,740,770
283,F,UA,BA,UW,ST,POL, ,5/31/19,201901,Political Science,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,JD, ,Law,Cordozo,3, ,1, , , , ,3.961164951,99,OH, ,1180,560,620
284,M,UA,BS,UM,SY,ACC, ,5/31/19,201901,Accounting,Yes,Yes,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,3,Internship or P/T job turned into F/T,May-19,Yes,PwC,Undisclosed / Did Not Want to Share,Accounting,"$50,000 - $59,999",Yes,Master's, ,Accounting,SSSB,1, , , , , , ,3.6912972930000003,93,IL, ,1320,640,680
285,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,No,-, ,No, ,-,May-19,No, , , , ,Yes,Other,Nursing,Nursing,NYU rory meyers,3, ,1, , , , ,3.734848499,93,IL, ,1060,500,560
286,F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,Career Fair",Yes,1,Other,May-19,Yes,Success Academy,Associate Teacher,Education,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.8952381610000004,94,FL, ,1395,640,755
287,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours",No, ,-,May-19,No, , , , ,Yes,Master's, ,Physical therapy,Touro,3, ,1, , , , ,3.6354680060000004,92,NY, ,1205,600,605
288,F,UA,BA,UW,ST,SHA,SHHS,5/31/19,201901,Shaped Major, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Social Work,YU Wurzweiler,3, ,1, , , , ,3.679487228,89,IL, ,1230,580,650
289,F,UA,BS,UW,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,WIBI",No, ,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.7689769269999998,90.43,NJ, ,1315,560,755
290,M,UA,BS,UM,SY,BUS,BMAN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,2,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.536082506,92.17,TX, ,1200,640,560
291,F,UA,BA,UW,ST,ENG,ENGJ,5/31/19,201901,English,No,Yes,Full-time (30+ hours/week),Employed in post-grad internship/fellowship,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,"4: CBS News, Playbill, Straus News, The Jewish Press",Other,May-19,Yes,Business Insider,"Visual Features Fellow, Retail",Journalism,"$20,000 - $29,999",No,-, , , ,2,1, , , , ,1,3.991071463,97,FL, ,1470,710,760
292,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink,Career Center Website",Yes,3,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.1268436910000004,86,FL, ,1100,540,560
293,F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,-,No,-,-,-,-,Yes,No,No,Not sure / Don't remember,-, ,No, ,-,May-19,No, , , , ,Yes,Master's, ,Social work,NYU,3, ,1, , , , ,3.3596491810000004,95,FL, ,1320,640,680
294,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,3,-,May-19,No, , , , ,Yes,Other,PharmD,Pharmacy,Touro College of Pharmacy,3, ,1, , , , ,3.47863245,92,MD, ,1280,660,620
295,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Master's, ,Biotechnology,Katz School,3, ,1, , , , ,3.651234627,89.59,NJ, ,1185,580,605
296,F,UA,BA,UW,ST,ENG,ENGL,5/31/19,201901,English,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Slightly related,No,-,No,Yes,My first year on campus,Other,Yes,2,Internship or P/T job turned into F/T,May-19,Yes,A&E Real Estate,Property/Asset Management,Real Estate,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.967032909,95.2,NY, ,1540,750,790
297,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,Yes, ,Full-time (30+ hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Career Fair",Yes,6,Internship or P/T job turned into F/T,May-19,Yes,Credit Agricole Corporate and Investment Bank,Analyst,Finance,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.428571463,85,FL, ,1220,650,570
298,F,UA,BS,UW,SY,BUS,BFIN,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,No,-, ,Yes,1,-,May-19,No, , , , ,No,-, , , ,4,1,1,1, ,1,1,3.617647171,92,FL, ,1130,630,500
299,F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,YU CareerLink,Yes,2,-, , , , , , , , , , , ,4,1,1,1, ,1,1,3.2201833719999997,84.53,MA, ,1040,500,540
300,M,UA,BA,UM,YC,BIO, ,5/31/19,201901,Biology,-,No,-,-,-,-,-,-,-,Yes,My fourth year on campus,Individual Appointment,Yes,5,-,May-19,No, , , , ,Yes,MD, ,Medicne,NYU,3, ,1, , , , ,3.931034565,94.25,NJ, ,1475,720,755
301,M,UA,BS,UM,SY,ACC, ,1/31/19,201809,Accounting,Yes,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Center Website,On-Campus Recruiting,Career Fair,Employer Site Visits",Yes,2,Career Center On-Campus Recruiting (non-alumni),Jan-19,Yes,Deloitte,Tax Consultant,Accounting,"$70,000 - $79,999",No,-, , , ,2,1, , , , ,1,3.8956522939999996,91,OH, ,1135,560,575
302,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology, , , , , , , , , , , , , , , ,May-19,Yes,SAR High School,Beit Midrash Fellow,Education,"$20,000 - $29,999",Yes,Master's, ,Psychology,Unknown,1, , , , , , ,3.6728970999999997,89.46,NJ, ,1075,500,575
303,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,Career Fair",Yes,3,Alumni Contact (referred by family or community member),May-19,Yes,Fortis Property Group,Asset Management Analyst,Real Estate,"$60,000 - $69,999",No,-, , , ,2,1, , , , ,1,3.595959663,89,TX, ,1100,560,540
304,F,UA,BA,UW,ST,JST,JSTG,5/31/19,201901,Jewish Studies,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,Other,Doctor of Optometry,Optometry,SUNY College of Optometry,3, ,1, , , , ,3.990825653,98.6,NY, ,1360,680,680
305,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,-, ,Law,Cardozo,3, ,1, , , , ,3.72297287,91.43,NJ, ,1050,570,480
306,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,Science,TBD,3, ,1, , , , ,3.857142925,96,CA, ,1180,610,570
307,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,No, ,-,May-19,No, , , , ,Yes,DDS, ,Dentistry,Rutgers,3, ,1, , , , ,3.9489796160000004,95.6,NJ, ,1500,730,770
308,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,"Individual Appointment,Workshop / Panel,Career Center Website,Career Fair",Yes,3,-,May-19,Not Seeking, , , , ,No,-, , , ,5,1,1,1, ,1,1,3.922885656,93,OH, ,1370,660,710
309,F,UA,BA,UW,ST,ENG,ENGA,1/31/19,201809,English,No,Yes,Full-time (30+ hours/week),-,Moderately related,Slightly related,No,-,No,Yes,My third year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink",Yes,1,Job or Social Media website,Jan-19,Yes,Christian Dior Couture,Logistics & Trade Compliance Officer,Operations,"$50,000 - $59,999",No,-, , , ,2,1, , , , ,1,3.791348696,83.5,NY, ,1030,500,530
310,F,UA,BS,UW,SY,BUS,BIMA,5/31/19,201901,Business & Management,No,Yes,Full-time (30+ hours/week),-,Strongly related,Moderately related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,WIBI",Yes,4,Job or Social Media website,May-19,Yes,American Express,Data science analyst,Data services/finance,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.861224413,90,MD, ,1400,760,640
311,F,UA,BA,UW,ST,BIO,BIOG,5/31/19,201901,Biology, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Master's, ,PA,York,3, ,1, , , , ,3.9115645889999997,94.17,NJ, ,1420,710,710
312,M,UA,BA,UM,YC,PHI, ,5/31/19,201901,Philosophy,-,No,-,-,-,-,No,-,No,No,-, ,Yes,enough,-,May-19,No, , , , ,Yes,JD, ,Law,NYU,3, ,1, , , , ,3.900000095,91,CA, ,1380,660,720
313,M,UA,BA,UM,YC,BC, ,5/31/19,201901,Biochemistry,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours",Yes,2,-,May-19,No, , , , ,Yes,MD, ,Medicine,NYU,3, ,1, , , , ,3.9747898580000003,97.26,NY, ,1560,790,770
314,M,UA,BA,UM,YC,MAT,MATC,5/31/19,201901,Mathematics,No,Yes,Full-time (30+ hours/week),-,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,YU CareerLink,On-Campus Recruiting,Career Fair",Yes,3,Networking: YU Staff/Faculty,May-19,Yes,Goldman Sachs,Software Engineer,Information Systems,"$80,000 and over",No,-, , , ,2,1, , , , ,1,3.9047617910000003,96.19,NJ, ,1540,790,750
315,M,UA,BS,UM,SY,BUS,BIMA,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , , , , , , , ,Yes,JD, , ,Fordham University School of Law,3, ,1, , , , ,3.714795113,92,MI, ,1340,600,740
316,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting,No,Yes,Part-time (<30 hours/week),Employed in post-grad internship/fellowship,Moderately related,Not related,No,-,No,Yes,My second year on campus,"Individual Appointment,YU CareerLink,On-Campus Recruiting",Yes,2,Networking: YU Staff/Faculty,May-19,Yes,MDS,Assistant teacher,Education,"$30,000 - $39,999",Yes,Master's, ,Education,Azrieli,1, , , , , , ,3.7692308430000003,94.55,NJ, ,1460,700,760
317,F,UA,BA,UW,ST,HIS, ,5/31/19,201901,History,No,Yes,Part-time (<30 hours/week),Employed in some other work category,Strongly related,Strongly related,No,-,No,Yes,My first year on campus,"Individual Appointment,Workshop / Panel,Career Fair",Yes,One,Career Fair,May-19,Yes,Naaleh High School for Girls,Teacher,Education,"Under $20,000",Yes,Master's, ,Bible,Bernard Revel Graduate School of Jewish Studies,1, , , , , , ,4.0,98.04,NJ, ,1510,710,800
318,F,UA,BA,UW,ST,SPAU, ,5/31/19,201901,Speech Pathology & Audiology,-,No,-,-,-,-,No,-,No,Yes,My second year on campus,Individual Appointment,No, ,-,May-19, , , , , ,Yes,MA, ,SLP,Touro,3, ,1, , , , ,3.9730639460000003,94.08,NJ, ,1460,700,760
319,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major,-,No,-,-,-,-,No,-,No,Yes,My third year on campus,Individual Appointment,Yes,2,-,May-19,No, , , , ,Yes,Other,RN,Nursing,NYU Rory Meyers School of Nursing,3, ,1, , , , ,3.356209278,92,OH, ,1175,600,575
320,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,"Individual Appointment,Walk-in Hours,Workshop / Panel,YU CareerLink,Career Fair,WIBI",Yes,unknown,-,May-19,No, , , , ,Yes,PhD, ,Psychology,St. John's,3, ,1, , , , ,3.879432678,97.23,NJ, ,1490,720,770
321,F,UA,BS,UW,SY,ACC, ,5/31/19,201901,Accounting, , , , , , , , , , , , , , , ,May-19,Yes,Bank (Did not disclose which one specifically),Marketing,Marketing,Declined to Answer,No,-, , , ,2,1, , , , ,1,2.982188225,FOREIGN, , , , , 
322,F,UA,BA,UW,ST,SHA,SHPN,5/31/19,201901,Shaped Major, , , , , , , , , , , , , , , ,May-19,No, , , , ,Yes,Other,Second Bachelors,Nursing,NYU,3, ,1, , , , ,3.856589079,96.93,NY, ,1405,650,755
323,M,UA,BS,UM,SY,BUS,BFIN,5/31/19,201901,Business & Management, , , , , , , , , , , , , , , ,May-19,Yes,Gallagher,Trade Credit and Political Risk Analyst,Finance,Declined to Answer,No,-, , , ,2,1, , , , ,1,3.5148341660000004,78.15, , ,1070,570,500
324,F,UA,BA,UW,ST,BC, ,1/31/19,201809,Biochemistry, , , , , , , , , , , , , , , , , , , , , ,Yes,PhD, ,Biomedical Sciences,Einstein,3, ,1, , , , ,3.9751243589999996,97.55,NJ, ,1460,730,730
325,F,UA,BA,UW,ST,PSY,PSYG,5/31/19,201901,Psychology, , , , , , , , , , , , , , , ,May-19,Yes,Yeshivat Noam,Teacher,Education,Declined to Answer,No, , , , ,2,1, , , , ,1,3.945454597,93.96,NJ, ,1460,700,760
326,F,UA,BA,UW,ST,PSY,PSYN,5/31/19,201901,Psychology,-,No,-,-,-,-,No,-,No,Yes,My first year on campus,Individual Appointment,Yes,4,-,May-19,No, , , , ,Yes,Other,Psy.D.,Clinical Psychology,LIU,3, ,1, , , , ,3.87581706,95.11,NY, ,1480,720,760
